2,38.842500,-76.922200,4.16.74.112/28
2,35.128700,-80.933800,4.16.187.128/26
2,37.751000,-97.822000,4.18.0.0/22
2,43.562300,-91.636800,8.24.99.192/26
2,38.578300,-90.666600,12.29.118.64/27
2,37.751000,-97.822000,12.35.216.0/24
2,32.793900,-96.831900,12.41.196.64/26
2,42.562700,-83.179900,12.96.136.0/28
2,37.751000,-97.822000,12.106.223.64/26
2,37.751000,-97.822000,12.145.208.0/21
2,37.751000,-97.822000,12.159.216.0/24
2,41.062900,-74.015900,12.184.204.64/26
2,37.751000,-97.822000,12.193.90.0/23
2,39.974400,-86.082900,12.216.184.64/26
2,37.820900,-121.282700,12.220.152.0/25
2,38.611100,-90.322500,12.226.181.128/25
2,37.745000,-122.438300,17.114.76.0/22
2,39.951200,-75.118600,23.30.106.96/27
2,28.147900,-82.037200,23.111.128.0/21
2,37.751000,-97.822000,23.184.130.0/23
2,37.751000,-97.822000,23.229.31.48/29
2,43.224500,-79.698800,23.236.236.0/23
2,34.144000,-118.001400,23.241.170.128/25
2,40.866200,-73.922100,23.246.100.224/30
2,45.500000,-73.583300,23.252.46.0/23
2,39.110000,-94.440100,24.2.21.0/24
2,39.365200,-94.362100,24.31.250.0/23
2,31.396900,-102.354400,24.32.213.0/24
2,43.067700,-76.110200,24.39.91.142/31
2,40.703500,-73.923500,24.44.145.0/25
2,45.866000,-74.178500,24.50.89.0/24
2,30.452100,-97.768800,24.55.23.0/24
2,42.294900,-83.052000,24.57.112.0/24
2,28.079000,-82.526800,24.73.68.172/30
2,27.746500,-82.689700,24.73.111.12/30
2,28.597400,-81.303600,24.73.135.64/29
2,28.009100,-82.503400,24.73.168.44/30
2,33.729900,-86.645100,24.73.181.152/30
2,27.484100,-82.583400,24.73.217.0/30
2,27.772300,-82.638600,24.73.223.8/29
2,28.114500,-81.620100,24.73.223.240/30
2,28.801300,-81.285000,24.73.235.184/30
2,43.660600,-70.258900,24.97.41.128/28
2,42.733400,-78.838900,24.97.83.192/30
2,43.026800,-76.014500,24.97.109.20/30
2,40.652100,-74.001800,24.97.123.172/30
2,43.044400,-76.175800,24.97.183.176/28
2,43.131700,-77.606200,24.97.193.36/30
2,43.051900,-77.094600,24.97.199.40/29
2,40.757100,-73.965700,24.103.5.104/30
2,40.681600,-73.979800,24.103.99.104/29
2,41.808300,-74.235300,24.103.106.80/29
2,42.898400,-78.525700,24.103.144.76/30
2,43.392300,-70.472900,24.103.185.112/29
2,40.737500,-73.981300,24.105.138.184/29
2,40.042500,-82.968900,24.106.108.218/31
2,47.627100,-122.637300,24.113.38.0/23
2,36.166600,-115.361300,24.120.42.0/24
2,35.229000,-80.841900,24.123.180.140/30
2,39.200300,-84.485900,24.123.230.76/30
2,33.540900,-86.749500,24.129.146.196/30
2,28.621400,-81.429400,24.129.169.176/29
2,39.326600,-84.547900,24.142.155.188/30
2,35.978100,-78.843900,24.142.205.232/29
2,29.357900,-98.435600,24.153.131.176/30
2,43.741000,-87.724700,24.159.234.0/25
2,33.863200,-81.235100,24.172.44.64/29
2,42.505100,-83.407200,24.172.185.40/30
2,35.894900,-78.705100,24.172.249.104/30
